review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,BMNR,"Bitmine Immersion Technologies, Inc.",Financial Services,Financial - Capital Markets,,,"Bitmine Immersion Technologies, Inc. operates as a blockchain technology company primarily in the United States. The company engages in ETH treasury operations; BTC ecosystem services, including consulting and advisory engagements and equipment leasing; facilitation and optimization of third-party power and hosting arrangements; and disciplined BTC treasury management while winding down proprietary self-mining exposure and deferring new site buildouts. It also offers digital asset ecosystem serv",金融,投资银行与交易,,,rule,0.70,0,
ok,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,,,"BioMarin Pharmaceutical Inc. develops and commercializes therapies for people with serious and life-threatening rare diseases and medical conditions. Its commercial products include Vimizim, an enzyme replacement therapy for the treatment of mucopolysaccharidosis (MPS) IV type A, a lysosomal storage disorder; Naglazyme, a recombinant form of N-acetylgalactosamine 4-sulfatase for patients with MPS VI; and Kuvan, a proprietary synthetic oral form of 6R-BH4 that is used to treat patients with pheny",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,BNT,Brookfield Wealth Solutions Ltd.,Financial Services,Insurance - Diversified,,,"Brookfield Reinsurance Ltd., through its subsidiaries, provides insurance and reinsurance services to individuals and institutions in the United States, Canada, and internationally. The company operates in three segments: Direct Insurance, Reinsurance, and Pension Risk Transfer (PRT). The Direct Insurance segment offers a range of insurance products and services including Whole, Universal, Variable Universal, and Credit Life insurance products; deferred, single premium immediate, and variable an",金融,保险,,,rule,0.70,0,
ok,BNTX,BioNTech SE,Healthcare,Biotechnology,,,"BioNTech SE, a biotechnology company, develops and commercializes immunotherapies for cancer and other infectious diseases. The company is developing FixVac product candidates, including BNT111, which is in Phase II clinical trial for advance melanoma; BNT112 that is in Phase I/IIa clinical trial for prostate cancer; BNT113, which is in Phase II clinical trial to treat HPV+ head and neck cancers; BNT114 that is in Phase I clinical trial for triple negative breast cancer; BNT115, which is in Phas",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,BRO,"Brown & Brown, Inc.",Financial Services,Insurance - Brokers,,,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Bermuda, Canada, Ireland, the United Kingdom, and the Cayman Islands. It operates through four segments: Retail, National Programs, Wholesale Brokerage, and Services. The Retail segment offers property and casualty, employee benefits insurance products, personal insurance products, specialties insurance products, loss control survey and analysis, consultancy, and claims processing services. It serves comm",金融,保险,,,rule,0.70,0,
ok,BSAC,Banco Santander-Chile,Financial Services,Banks - Regional,,,"Banco Santander-Chile, together with its subsidiaries, provides commercial and retail banking products and services in Chile. It operates through Retail Banking, Middle-Market, Corporate Investment Banking, and Corporate Activities segments. The company offers debit and credit cards, checking accounts, and savings products; consumer, automobile, commercial, mortgage, and government-guaranteed loans; and Chilean peso and foreign currency denominated loans to finance various commercial transaction",金融,大型综合银行,,,rule,0.70,0,
ok,BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel - Retail,,,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. As of January 29, 2022, it operated 837 stores under the Burlington Stores name, 2 stores under the Cohoes Fashions name, and 1 store under the MJM Designer Shoes name in 45 states and Puerto Rico",消费与零售,可选消费品牌,,,rule,0.70,0,
ok,BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,18.03,small,"BWX Technologies, Inc. manufactures and sells nuclear components in the United States, Canada, and internationally. It operates in three segments: Nuclear Operations Group, Nuclear Power Group, and Nuclear Services Group. The Nuclear Operations Group segment provides precision naval and critical nuclear components, reactors, nuclear fuel, and assemblies for the United States Department of Energy/National Nuclear Security Administration's Naval Nuclear Propulsion Program and other uses; missile l",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,CDE,"Coeur Mining, Inc.",Basic Materials,Gold,,,"Coeur Mining, Inc. explores for precious metals in the United States, Canada, and Mexico. The company primarily explores for gold, silver, zinc, and lead properties. It holds 100% interests in the Palmarejo gold and silver mine covering an area of approximately 67,296 net acres located in the State of Chihuahua in Northern Mexico; the Rochester silver and gold mine that covers an area of approximately 43,441net acres situated in northwestern Nevada; the Kensington gold mine comprising 3,972 net ",能源与材料,矿业与金属,,,rule,0.70,0,
ok,CDW,CDW Corporation,Technology,Information Technology Services,,,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products and services, as well as integrated IT solutions, including on-premise, hybrid, and cloud capabilities across data center and networking, digital workspace, and security. Its hardware products comprise notebooks/mobile devices, network communication",互联网与软件,企业SaaS,AI算力,美国领先的IT解决方案分销与集成商，向企业、中小企业和公共部门提供硬件、软件、云及安全的整合方案。,llm,0.70,0,
ok,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,,,"CF Industries Holdings, Inc. manufactures and sells hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities worldwide. Its principal products include anhydrous ammonia, granular urea, urea ammonium nitrate, and ammonium nitrate products. The company also offers diesel exhaust fluid, urea liquor, nitric acid, and aqua ammonia products; and compound fertilizer products with nitrogen, phosphorus, and potassium. It primarily serves cooperatives, in",能源与材料,农产与化肥,,,rule,0.70,0,
ok,CG,The Carlyle Group Inc.,Financial Services,Asset Management,,,"The Carlyle Group Inc. is an investment firm specializing in direct and fund of fund investments. Within direct investments, it specializes in management-led/ Leveraged buyouts, privatizations, divestitures, strategic minority equity investments, structured credit, global distressed and corporate opportunities, small and middle market, equity private placements, consolidations and buildups, senior debt, mezzanine and leveraged finance, and venture and growth capital financings, seed/startup, ear",金融,资产管理,,,rule,0.70,0,
ok,CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,,,"Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products. It operates through three segments: Consumer Domestic, Consumer International, and Specialty Products Division. The company offers cat litters, carpet deodorizers, laundry detergents, and baking soda, as well as other baking soda based products under the ARM & HAMMER brand; condoms, lubricants, and vibrators under the TROJAN brand; stain removers, cleaning solutions, laundry detergents",消费与零售,必需消费品,,,rule,0.70,0,
